LANDING_YEAR,MANAGEMENT_GROUP_CODE,COMPLEX1_CODE,COMPLEX2_CODE,PACFIN_SPECIES_CODE,COMMON_NAME,TOTAL_LANDED_WEIGHT_MTONS,TOTAL_LANDED_WEIGHT_PPP,TOTAL_EXVESSEL_REVENUE,TOTAL_CONFIDENTIAL_FLAG
1985,GRND,FLAT,....,BSOL,BUTTER SOLE,5.3,,2673.19,
1985,GRND,FLAT,....,CSOL,CURLFIN SOLE,2,,1475.1,
1985,GRND,FLAT,....,DOVR,DOVER SOLE,8512.2,,4657256.32,*
1985,GRND,FLAT,....,DVR1,NOM. DOVER SOLE,12019.8,,6181250.63,
1985,GRND,FLAT,....,EGL1,NOM. ENGLISH SOLE,1062.4,,799140.87,
1985,GRND,FLAT,....,EGLS,ENGLISH SOLE,866.9,,617292.59,*
1985,GRND,FLAT,....,FNTS,FANTAIL SOLE,37.5,,27624.73,
1985,GRND,FLAT,....,FSOL,FLATHEAD SOLE,14.5,,10564.07,*
1985,GRND,FLAT,....,OFLT,OTHER FLATFISH,0,,0,*
1985,GRND,FLAT,....,PTR1,NOM. PETRALE SOLE,856.5,,1390299.23,
1985,GRND,FLAT,....,PTRL,PETRALE SOLE,982.9,,1588854.75,*
1985,GRND,FLAT,....,REX,REX SOLE,526.9,,380681.4,*
1985,GRND,FLAT,....,REX1,NOM. REX SOLE,897.8,,710859.49,
1985,GRND,FLAT,....,RSL1,NOM. ROCK SOLE,8.6,,6458.74,*
1985,GRND,FLAT,....,RSOL,ROCK SOLE,7.4,,4434.1,
1985,GRND,FLAT,....,SFL1,NOM. STARRY FLOUNDER,174.1,,132550.87,
1985,GRND,FLAT,....,SSO1,NOM. SAND SOLE,128.5,,179094.57,
1985,GRND,FLAT,....,SSOL,SAND SOLE,322.2,,442719.12,
1985,GRND,FLAT,....,STRY,STARRY FLOUNDER,552.6,,330991.6,
1985,GRND,FLAT,....,UFLT,UNSP. FLATFISH,133.2,,107955.18,*
1985,GRND,FLAT,SDAB,PDAB,PACIFIC SANDDAB,179.4,,120453.28,*
1985,GRND,FLAT,SDAB,UDAB,UNSP. SANDDABS,450.1,,376180.64,
1985,GRND,FLAT,SDAB SUBTOTAL,,__SANDDABS,629.5,,496633.92,*
1985,GRND,FLAT,TRBT,ART1,NOM. ARROWTOOTH FLOUNDER,37.7,,9789.4,*
1985,GRND,FLAT,TRBT,ARTH,ARROWTOOTH FLOUNDER,2641.6,,573952.14,
1985,GRND,FLAT,TRBT,UTRB,UNSP. TURBOTS,13.5,,8861.89,
1985,GRND,FLAT,TRBT SUBTOTAL,,__TURBOTS,2692.8,,592603.43,*
1985,GRND,FLAT SUBTOTAL,,,__ALL FLATFISH,30433.6,,18661413.9,*
1985,GRND,MGRN,....,GRDR,UNSP. GRENADIERS,12.8,,2830.7,*
1985,GRND,MGRN,....,RATF,SPOTTED RATFISH,0,,0,*
1985,GRND,MGRN,SHRK,DSRK,SPINY DOGFISH,297.5,,57402.87,*
1985,GRND,MGRN,SHRK,LSRK,LEOPARD SHARK,32.5,,47378.39,*
1985,GRND,MGRN,SHRK,SSRK,SOUPFIN SHARK,131.9,,219615.76,
1985,GRND,MGRN,SHRK SUBTOTAL,,__ALL SHARKS,461.9,,324397.02,*
1985,GRND,MGRN,SKAT,USKT,UNSP. SKATE,98.6,,67515.48,
1985,GRND,MGRN,SKAT SUBTOTAL,,__ALL SKATES & RAYS,98.6,,67515.48,
1985,GRND,MGRN SUBTOTAL,,,__MISC. GROUNDFISH,573.3,,394743.2,*
1985,GRND,ROCK,....,ARRA,AURORA ROCKFISH,53.2,,29463.72,
1985,GRND,ROCK,....,BANK,BANK ROCKFISH,1302.9,,979299.73,
1985,GRND,ROCK,....,BCAC,BOCACCIO,2447.1,,1686765.37,
1985,GRND,ROCK,....,BCC1,NOM. BOCACCIO,69.4,,57516.62,*
1985,GRND,ROCK,....,BGL1,NOM. BLACKGILL ROCKFISH,2.2,,2816.85,
1985,GRND,ROCK,....,BLCK,BLACK ROCKFISH,369.6,,251729.33,
1985,GRND,ROCK,....,BLGL,BLACKGILL ROCKFISH,485.4,,568265.16,
1985,GRND,ROCK,....,BLK1,NOM. BLACK ROCKFISH,79.2,,45230.9,*
1985,GRND,ROCK,....,BLU1,NOM. BLUE ROCKFISH,13.1,,5922.44,
1985,GRND,ROCK,....,BLUR,BLUE ROCKFISH,176.4,,118648.97,
1985,GRND,ROCK,....,BNK1,NOM. BANK ROCKFISH,0,,0,*
1985,GRND,ROCK,....,BRNZ,BRONZESPOTTED ROCKFISH,53.4,,109673.78,
1985,GRND,ROCK,....,BRW1,NOM. BROWN ROCKFISH,6.3,,5803.1,*
1985,GRND,ROCK,....,BRWN,BROWN ROCKFISH,2.3,,2511.76,
1985,GRND,ROCK,....,BYEL,BLACK AND YELLOW ROCKFISH,8,,19271.42,*
1985,GRND,ROCK,....,CHN1,NOM. CHINA ROCKFISH,3,,4185.48,*
1985,GRND,ROCK,....,CHNA,CHINA ROCKFISH,0,,23.04,*
1985,GRND,ROCK,....,CLP1,NOM. CHILIPEPPER,23.2,,15323.89,*
1985,GRND,ROCK,....,CLPR,CHILIPEPPER ROCKFISH,2745.1,,1926438.08,
1985,GRND,ROCK,....,CMEL,CHAMELEON ROCKFISH,12.5,,18700.32,
1985,GRND,ROCK,....,CML1,NOM. CHAMELEON ROCKFISH,0,,0,*
1985,GRND,ROCK,....,CNR1,NOM. CANARY ROCKFISH,0,,0,*
1985,GRND,ROCK,....,CNRY,CANARY ROCKFISH,1453.7,,873007.63,
1985,GRND,ROCK,....,COP1,NOM. COPPER ROCKFISH,0.8,,847.75,
1985,GRND,ROCK,....,COPP,COPPER ROCKFISH,27.8,,59652.34,
1985,GRND,ROCK,....,CWC1,NOM. COWCOD ROCKFISH,16,,28400.42,*
1985,GRND,ROCK,....,CWCD,COWCOD ROCKFISH,169.9,,299164.71,
1985,GRND,ROCK,....,DBRK,DARKBLOTCHED ROCKFISH,912.4,,507326.04,*
1985,GRND,ROCK,....,FLAG,FLAG ROCKFISH,5.7,,10353.41,
1985,GRND,ROCK,....,GBLC,GREENBLOTCHED ROCKFISH,17.6,,32370.93,*
1985,GRND,ROCK,....,GPH1,NOM. GOPHER ROCKFISH,0.4,,846.21,*
1985,GRND,ROCK,....,GRAS,GRASS ROCKFISH,0.6,,1310.48,*
1985,GRND,ROCK,....,GSPT,GREENSPOTTED ROCKFISH,147.6,,187031.58,
1985,GRND,ROCK,....,GSRK,GREENSTRIPED ROCKFISH,74,,46219.99,
1985,GRND,ROCK,....,HBRK,HALFBANDED ROCKFISH,0,,17.14,
1985,GRND,ROCK,....,HNYC,HONEYCOMB ROCKFISH,0.1,,91.18,
1985,GRND,ROCK,....,KLP1,NOM. KELP ROCKFISH,0.1,,87.8,
1985,GRND,ROCK,....,KLPR,KELP ROCKFISH,1.4,,3497.55,*
1985,GRND,ROCK,....,MXRF,MEXICAN ROCKFISH,1.2,,1594.97,
1985,GRND,ROCK,....,OLV1,NOM. OLIVE ROCKFISH,0,,0,*
1985,GRND,ROCK,....,OLVE,OLIVE ROCKFISH,9.6,,9255.78,
1985,GRND,ROCK,....,ORCK,OTHER ROCKFISH,3,,3791.89,
1985,GRND,ROCK,....,PNKR,PINK ROCKFISH,6.9,,8887.15,
1985,GRND,ROCK,....,POP,PACIFIC OCEAN PERCH,525.6,,291567.5,*
1985,GRND,ROCK,....,POP1,GEN. SHELF/SLOPE RF,1078.7,,554948.22,*
1985,GRND,ROCK,....,POP2,NOM. POP,705.2,,393531.39,
1985,GRND,ROCK,....,PRRK,PINKROSE ROCKFISH,0.2,,217.02,*
1985,GRND,ROCK,....,QLBK,QUILLBACK ROCKFISH,0.2,,82.05,
1985,GRND,ROCK,....,RCK1,BOCACCIO+CHILIPEPPER RCKFSH,30,,19364.26,*
1985,GRND,ROCK,....,RCK2,UNSP. BOLINA RCKFSH,13.9,,21201.62,*
1985,GRND,ROCK,....,RCK3,UNSP. DPWTR REDS RCKFSH,0,,0,*
1985,GRND,ROCK,....,RCK4,UNSP. REDS RCKFSH,6.3,,6057.95,
1985,GRND,ROCK,....,RCK5,UNSP. SMALL REDS RCKFSH,3.3,,2918.99,*
1985,GRND,ROCK,....,RCK6,UNSP. ROSEFISH RCKFSH,2.9,,1858.45,
1985,GRND,ROCK,....,RCK7,UNSP. GOPHER ROCKFISH,9.9,,18197.53,
1985,GRND,ROCK,....,RDBD,REDBANDED ROCKFISH,106,,67785.55,*
1985,GRND,ROCK,....,REDS,REDSTRIPE ROCKFISH,86.9,,47155.25,*
1985,GRND,ROCK,....,REYE,ROUGHEYE ROCKFISH,40.9,,22687.21,
1985,GRND,ROCK,....,ROS1,NOM. ROSY ROCKFISH,0,,0,*
1985,GRND,ROCK,....,ROSY,ROSY ROCKFISH,0.5,,849.03,
1985,GRND,ROCK,....,RSTN,ROSETHORN ROCKFISH,10.4,,6525.63,*
1985,GRND,ROCK,....,SBL1,NOM. SHORTBELLY ROCKFISH,0,,0,*
1985,GRND,ROCK,....,SBLY,SHORTBELLY ROCKFISH,0.8,,508.74,*
1985,GRND,ROCK,....,SCR1,NOM. CALIFORNIA SCORPIONFISH,15.4,,30235.62,*
1985,GRND,ROCK,....,SHRP,SHARPCHIN ROCKFISH,71.8,,37869.81,*
1985,GRND,ROCK,....,SLGR,SILVERGRAY ROCKFISH,266.9,,146450.87,
1985,GRND,ROCK,....,SNOS,SPLITNOSE ROCKFISH,782.8,,445502.87,
1985,GRND,ROCK,....,SNS1,NOM. SPLITNOSE ROCKFISH,0,,0,*
1985,GRND,ROCK,....,SPKL,SPECKLED ROCKFISH,43.2,,37000.26,
1985,GRND,ROCK,....,SQRS,SQUARESPOT ROCKFISH,0.6,,989.43,
1985,GRND,ROCK,....,SRKR,SHORTRAKER ROCKFISH,76,,43769.16,
1985,GRND,ROCK,....,STAR,STARRY ROCKFISH,14.4,,26638.93,
1985,GRND,ROCK,....,STRK,STRIPETAIL ROCKFISH,46.1,,24886.8,*
1985,GRND,ROCK,....,SWSP,SWORDSPINE ROCKFISH,0.4,,484.31,*
1985,GRND,ROCK,....,TREE,TREEFISH,0.1,,277.44,
1985,GRND,ROCK,....,UPOP,UNSP. POP GROUP,158.5,,88420.5,*
1985,GRND,ROCK,....,URCK,UNSP. ROCKFISH,5587.7,,3266736.67,
1985,GRND,ROCK,....,VRM1,NOM. VERMILLION ROCKFISH,0,,46.65,
1985,GRND,ROCK,....,VRML,VERMILION ROCKFISH,155.4,,264235.26,
1985,GRND,ROCK,....,WDOW,WIDOW ROCKFISH,4774.3,,2683145.63,
1985,GRND,ROCK,....,WDW1,NOM. WIDOW ROCKFISH,4333.6,,2392185.79,
1985,GRND,ROCK,....,YEY1,NOM. YELLOWEYE ROCKFISH,0,,0,*
1985,GRND,ROCK,....,YEYE,YELLOWEYE ROCKFISH,21.7,,17854,*
1985,GRND,ROCK,....,YMTH,YELLOWMOUTH ROCKFISH,14.8,,8735.62,
1985,GRND,ROCK,....,YTR1,NOM. YELLOWTAIL ROCKFISH,1386.2,,779498.75,*
1985,GRND,ROCK,....,YTRK,YELLOWTAIL ROCKFISH,2093.5,,1226965.76,
1985,GRND,ROCK,TRNY,LSPN,LONGSPINE THORNYHEAD,529.2,,297001.17,
1985,GRND,ROCK,TRNY,SSPN,SHORTSPINE THORNYHEAD,2458.6,,1344588.28,
1985,GRND,ROCK,TRNY,THDS,THORNYHEADS (MIXED),1081.3,,598806.8,*
1985,GRND,ROCK,TRNY SUBTOTAL,,__THORNYHEADS COMPLEX,4069.1,,2240396.25,*
1985,GRND,ROCK SUBTOTAL,,,__ALL ROCKFISH,37235.3,,23139127.68,*
1985,GRND,ROND,....,CBZ1,NOM. CABEZON,10.6,,5807.75,*
1985,GRND,ROND,....,CBZN,CABEZON,2.6,,1277.43,
1985,GRND,ROND,....,KGL1,NOM. KELP GREENLING,0,,0,*
1985,GRND,ROND,....,LCD1,NOM. LINGCOD,694.7,,455183.47,
1985,GRND,ROND,....,LCOD,LINGCOD,3056.3,,1776907.68,
1985,GRND,ROND,....,PCOD,PACIFIC COD,410.4,,221260.41,*
1985,GRND,ROND,....,PLCK,WALLEYE POLLOCK,3,,736.58,*
1985,GRND,ROND,....,PWHT,PACIFIC WHITING,3894,,570137.57,*
1985,GRND,ROND,....,SABL,SABLEFISH,13182.4,,10633636.29,*
1985,GRND,ROND SUBTOTAL,,,__ALL ROUNDFISH,21254,,13664947.18,*
1986,GRND,FLAT,....,BSOL,BUTTER SOLE,10.6,,3851.78,*
1986,GRND,FLAT,....,CSOL,CURLFIN SOLE,2.2,,1634.59,
1986,GRND,FLAT,....,DOVR,DOVER SOLE,6299.2,,3663749.66,
1986,GRND,FLAT,....,DVR1,NOM. DOVER SOLE,11052,,6197775.66,
1986,GRND,FLAT,....,EGL1,NOM. ENGLISH SOLE,1082.3,,874040.29,*
1986,GRND,FLAT,....,EGLS,ENGLISH SOLE,956.5,,741524.36,*
1986,GRND,FLAT,....,FNTS,FANTAIL SOLE,15.5,,14704.49,*
1986,GRND,FLAT,....,FSOL,FLATHEAD SOLE,2.6,,1974.44,
1986,GRND,FLAT,....,PTR1,NOM. PETRALE SOLE,726.4,,1273723.06,*
1986,GRND,FLAT,....,PTRL,PETRALE SOLE,1023.9,,1719382.36,*
1986,GRND,FLAT,....,REX,REX SOLE,365.5,,286662.61,*
1986,GRND,FLAT,....,REX1,NOM. REX SOLE,841.8,,683321.72,*
1986,GRND,FLAT,....,RSL1,NOM. ROCK SOLE,3.8,,3180.98,*
1986,GRND,FLAT,....,RSOL,ROCK SOLE,6.2,,4789.11,*
1986,GRND,FLAT,....,SFL1,NOM. STARRY FLOUNDER,125.2,,103911.06,
1986,GRND,FLAT,....,SSO1,NOM. SAND SOLE,160.7,,231959.01,
1986,GRND,FLAT,....,SSOL,SAND SOLE,330.5,,474200.8,*
1986,GRND,FLAT,....,STRY,STARRY FLOUNDER,169.9,,108066.44,*
1986,GRND,FLAT,....,UFLT,UNSP. FLATFISH,89,,81809.29,*
1986,GRND,FLAT,SDAB,PDAB,PACIFIC SANDDAB,145.6,,110554.57,*
1986,GRND,FLAT,SDAB,UDAB,UNSP. SANDDABS,469.6,,389235.86,*
1986,GRND,FLAT,SDAB SUBTOTAL,,__SANDDABS,615.2,,499790.43,*
1986,GRND,FLAT,TRBT,ART1,NOM. ARROWTOOTH FLOUNDER,18.7,,4427.29,*
1986,GRND,FLAT,TRBT,ARTH,ARROWTOOTH FLOUNDER,2210.8,,496707.57,*
1986,GRND,FLAT,TRBT,UTRB,UNSP. TURBOTS,9,,6007.76,
1986,GRND,FLAT,TRBT SUBTOTAL,,__TURBOTS,2238.5,,507142.62,*
1986,GRND,FLAT SUBTOTAL,,,__ALL FLATFISH,26117.5,,17477194.76,*
1986,GRND,MGRN,....,GRDR,UNSP. GRENADIERS,49.8,,11150.37,*
1986,GRND,MGRN,SHRK,DSRK,SPINY DOGFISH,115,,23658.84,*
1986,GRND,MGRN,SHRK,LSRK,LEOPARD SHARK,33.5,,49774.75,*
1986,GRND,MGRN,SHRK,SSRK,SOUPFIN SHARK,101.1,,180022.42,*
1986,GRND,MGRN,SHRK SUBTOTAL,,__ALL SHARKS,249.6,,253456.01,*
1986,GRND,MGRN,SKAT,USKT,UNSP. SKATE,86.4,,56872.37,
1986,GRND,MGRN,SKAT SUBTOTAL,,__ALL SKATES & RAYS,86.4,,56872.37,
1986,GRND,MGRN SUBTOTAL,,,__MISC. GROUNDFISH,385.8,,321478.75,*
1986,GRND,ROCK,....,ARRA,AURORA ROCKFISH,79.7,,45507.24,*
1986,GRND,ROCK,....,BANK,BANK ROCKFISH,1945.6,,1584438.08,
1986,GRND,ROCK,....,BCAC,BOCACCIO,2619.2,,2031895.27,
1986,GRND,ROCK,....,BCC1,NOM. BOCACCIO,0,,0,*
1986,GRND,ROCK,....,BGL1,NOM. BLACKGILL ROCKFISH,2.1,,1708.45,*
1986,GRND,ROCK,....,BLCK,BLACK ROCKFISH,86.8,,54312.98,
1986,GRND,ROCK,....,BLGL,BLACKGILL ROCKFISH,965.1,,1075995.04,
1986,GRND,ROCK,....,BLK1,NOM. BLACK ROCKFISH,19.9,,16876.7,*
1986,GRND,ROCK,....,BLU1,NOM. BLUE ROCKFISH,16,,8744.01,
1986,GRND,ROCK,....,BLUR,BLUE ROCKFISH,2.8,,3243.57,
1986,GRND,ROCK,....,BNK1,NOM. BANK ROCKFISH,115.9,,71230.63,*
1986,GRND,ROCK,....,BRNZ,BRONZESPOTTED ROCKFISH,44.1,,94678.65,
1986,GRND,ROCK,....,BRW1,NOM. BROWN ROCKFISH,0.4,,561.38,*
1986,GRND,ROCK,....,BRWN,BROWN ROCKFISH,6.6,,14982.35,*
1986,GRND,ROCK,....,BYEL,BLACK AND YELLOW ROCKFISH,24.9,,54382.23,*
1986,GRND,ROCK,....,BYL1,NOM. BLACK-AND-YELLOW ROCKFISH,0,,0,*
1986,GRND,ROCK,....,CHN1,NOM. CHINA ROCKFISH,2.3,,3513.8,*
1986,GRND,ROCK,....,CHNA,CHINA ROCKFISH,0.2,,435.61,*
1986,GRND,ROCK,....,CLP1,NOM. CHILIPEPPER,8.9,,6622.16,
1986,GRND,ROCK,....,CLPR,CHILIPEPPER ROCKFISH,2740.8,,1994496.87,
1986,GRND,ROCK,....,CMEL,CHAMELEON ROCKFISH,4.9,,5445.24,
1986,GRND,ROCK,....,CNR1,NOM. CANARY ROCKFISH,0,,0,*
1986,GRND,ROCK,....,CNRY,CANARY ROCKFISH,1106.7,,713036.36,
1986,GRND,ROCK,....,COP1,NOM. COPPER ROCKFISH,0.5,,594.8,*
1986,GRND,ROCK,....,COPP,COPPER ROCKFISH,13.3,,20225.32,
1986,GRND,ROCK,....,CWC1,NOM. COWCOD ROCKFISH,19.1,,36323.61,*
1986,GRND,ROCK,....,CWCD,COWCOD ROCKFISH,141.9,,267864.42,
1986,GRND,ROCK,....,DBRK,DARKBLOTCHED ROCKFISH,630.3,,403162.91,*
1986,GRND,ROCK,....,FLAG,FLAG ROCKFISH,7.8,,8246.17,
1986,GRND,ROCK,....,GBLC,GREENBLOTCHED ROCKFISH,5.4,,11105.89,
1986,GRND,ROCK,....,GPH1,NOM. GOPHER ROCKFISH,0,,0,*
1986,GRND,ROCK,....,GRAS,GRASS ROCKFISH,1.2,,2756.33,*
1986,GRND,ROCK,....,GRS1,NOM. GRASS ROCKFISH,0,,0,*
1986,GRND,ROCK,....,GSPT,GREENSPOTTED ROCKFISH,118.9,,171398.76,
1986,GRND,ROCK,....,GSRK,GREENSTRIPED ROCKFISH,29.5,,22089.97,
1986,GRND,ROCK,....,HNYC,HONEYCOMB ROCKFISH,0.6,,733.97,*
1986,GRND,ROCK,....,KLPR,KELP ROCKFISH,4.6,,9932.88,*
1986,GRND,ROCK,....,MXRF,MEXICAN ROCKFISH,0.8,,1043.67,
1986,GRND,ROCK,....,OLV1,NOM. OLIVE ROCKFISH,0,,0,*
1986,GRND,ROCK,....,OLVE,OLIVE ROCKFISH,24.5,,28627.02,*
1986,GRND,ROCK,....,ORCK,OTHER ROCKFISH,0.1,,58.43,
1986,GRND,ROCK,....,PNKR,PINK ROCKFISH,0.4,,737.41,
1986,GRND,ROCK,....,POP,PACIFIC OCEAN PERCH,626.5,,390816.26,*
1986,GRND,ROCK,....,POP1,GEN. SHELF/SLOPE RF,949.1,,550260.89,*
1986,GRND,ROCK,....,POP2,NOM. POP,628.3,,385989.72,
1986,GRND,ROCK,....,PRRK,PINKROSE ROCKFISH,0.1,,106.02,
1986,GRND,ROCK,....,QLBK,QUILLBACK ROCKFISH,0.2,,218.17,*
1986,GRND,ROCK,....,RCK1,BOCACCIO+CHILIPEPPER RCKFSH,8.8,,7527.75,*
1986,GRND,ROCK,....,RCK2,UNSP. BOLINA RCKFSH,27.6,,43129.29,
1986,GRND,ROCK,....,RCK3,UNSP. DPWTR REDS RCKFSH,0,,0,*
1986,GRND,ROCK,....,RCK4,UNSP. REDS RCKFSH,11,,14993.39,
1986,GRND,ROCK,....,RCK5,UNSP. SMALL REDS RCKFSH,5.6,,6637.86,
1986,GRND,ROCK,....,RCK6,UNSP. ROSEFISH RCKFSH,5.9,,3908.2,
1986,GRND,ROCK,....,RCK7,UNSP. GOPHER ROCKFISH,2.1,,4752.58,
1986,GRND,ROCK,....,RDBD,REDBANDED ROCKFISH,37.4,,23219.9,*
1986,GRND,ROCK,....,REDS,REDSTRIPE ROCKFISH,104.2,,64583.26,
1986,GRND,ROCK,....,REYE,ROUGHEYE ROCKFISH,16.5,,10271.94,*
1986,GRND,ROCK,....,ROS1,NOM. ROSY ROCKFISH,0,,0,*
1986,GRND,ROCK,....,ROSY,ROSY ROCKFISH,0.7,,803.74,
1986,GRND,ROCK,....,RSTN,ROSETHORN ROCKFISH,2.5,,1460.62,
1986,GRND,ROCK,....,SBL1,NOM. SHORTBELLY ROCKFISH,0,,0,*
1986,GRND,ROCK,....,SBLY,SHORTBELLY ROCKFISH,3.6,,2297.9,
1986,GRND,ROCK,....,SCR1,NOM. CALIFORNIA SCORPIONFISH,6.9,,15186.71,*
1986,GRND,ROCK,....,SHRP,SHARPCHIN ROCKFISH,36.5,,21923.81,
1986,GRND,ROCK,....,SLGR,SILVERGRAY ROCKFISH,226.4,,138316.42,
1986,GRND,ROCK,....,SNOS,SPLITNOSE ROCKFISH,614.7,,385556.51,
1986,GRND,ROCK,....,SPKL,SPECKLED ROCKFISH,49.4,,39090.13,
1986,GRND,ROCK,....,SQRS,SQUARESPOT ROCKFISH,0.2,,152.82,
1986,GRND,ROCK,....,SRKR,SHORTRAKER ROCKFISH,17.6,,11220.24,
1986,GRND,ROCK,....,STAR,STARRY ROCKFISH,11.9,,25801.5,
1986,GRND,ROCK,....,STR1,NOM. STARRY ROCKFISH,0,,0,*
1986,GRND,ROCK,....,STRK,STRIPETAIL ROCKFISH,18.8,,12287.03,*
1986,GRND,ROCK,....,TRE1,NOM. TREEFISH,0,,0,*
1986,GRND,ROCK,....,TREE,TREEFISH,0,,20.49,
1986,GRND,ROCK,....,UPOP,UNSP. POP GROUP,110.2,,67043.46,*
1986,GRND,ROCK,....,URCK,UNSP. ROCKFISH,4843.3,,3165126.82,
1986,GRND,ROCK,....,VRM1,NOM. VERMILLION ROCKFISH,0,,0,*
1986,GRND,ROCK,....,VRML,VERMILION ROCKFISH,197.2,,418515.44,
1986,GRND,ROCK,....,WDOW,WIDOW ROCKFISH,5132.6,,3246461.34,
1986,GRND,ROCK,....,WDW1,NOM. WIDOW ROCKFISH,4282.5,,2600842.21,
1986,GRND,ROCK,....,YEY1,NOM. YELLOWEYE ROCKFISH,0,,0,*
1986,GRND,ROCK,....,YEYE,YELLOWEYE ROCKFISH,30.7,,28765.57,
1986,GRND,ROCK,....,YMTH,YELLOWMOUTH ROCKFISH,14.2,,8729.19,*
1986,GRND,ROCK,....,YTR1,NOM. YELLOWTAIL ROCKFISH,1707.2,,1073480.12,*
1986,GRND,ROCK,....,YTRK,YELLOWTAIL ROCKFISH,2771.7,,1810908.32,
1986,GRND,ROCK,TRNY,LSPN,LONGSPINE THORNYHEAD,594.2,,364194.09,*
1986,GRND,ROCK,TRNY,SSPN,SHORTSPINE THORNYHEAD,2361.7,,1447654.46,
1986,GRND,ROCK,TRNY,THDS,THORNYHEADS (MIXED),651.9,,407021.71,*
1986,GRND,ROCK,TRNY SUBTOTAL,,__THORNYHEADS COMPLEX,3607.8,,2218870.26,*
1986,GRND,ROCK SUBTOTAL,,,__ALL ROCKFISH,36901.7,,25566284.06,*
1986,GRND,ROND,....,CBZ1,NOM. CABEZON,7,,4245.28,*
1986,GRND,ROND,....,CBZN,CABEZON,4.9,,2210.44,*
1986,GRND,ROND,....,KGL1,NOM. KELP GREENLING,0.3,,226.67,*
1986,GRND,ROND,....,LCD1,NOM. LINGCOD,523.3,,411090.42,
1986,GRND,ROND,....,LCOD,LINGCOD,1334,,916343.21,
1986,GRND,ROND,....,PCOD,PACIFIC COD,330.6,,200170.12,*
1986,GRND,ROND,....,PLCK,WALLEYE POLLOCK,23.2,,6254.47,*
1986,GRND,ROND,....,PWHT,PACIFIC WHITING,3431.3,,453309.27,*
1986,GRND,ROND,....,SABL,SABLEFISH,12362.5,,11002433.15,
1986,GRND,ROND SUBTOTAL,,,__ALL ROUNDFISH,18017.1,,12996283.03,*
1987,GRND,FLAT,....,BMO1,NOM. BIGMOUTH SOLE,0,,0,*
1987,GRND,FLAT,....,BSOL,BUTTER SOLE,11.1,,6015.35,*
1987,GRND,FLAT,....,CSOL,CURLFIN SOLE,4.3,,3116.9,*
1987,GRND,FLAT,....,DOVR,DOVER SOLE,7676.4,,5272633.07,
1987,GRND,FLAT,....,DVR1,NOM. DOVER SOLE,10759.5,,7123312.51,*
1987,GRND,FLAT,....,EGL1,NOM. ENGLISH SOLE,1322.1,,1202742.71,*
1987,GRND,FLAT,....,EGLS,ENGLISH SOLE,1138.6,,986628.01,*
1987,GRND,FLAT,....,FNTS,FANTAIL SOLE,13.6,,11419.33,*
1987,GRND,FLAT,....,FSOL,FLATHEAD SOLE,0,,0,*
1987,GRND,FLAT,....,PTR1,NOM. PETRALE SOLE,823.7,,1444096.62,
1987,GRND,FLAT,....,PTRL,PETRALE SOLE,1380.4,,2511222.62,
1987,GRND,FLAT,....,REX,REX SOLE,374.1,,321309.57,*
1987,GRND,FLAT,....,REX1,NOM. REX SOLE,825,,693023.56,
1987,GRND,FLAT,....,RSL1,NOM. ROCK SOLE,4.1,,3736.55,*
1987,GRND,FLAT,....,RSOL,ROCK SOLE,3.6,,4551.98,*
1987,GRND,FLAT,....,SFL1,NOM. STARRY FLOUNDER,95.7,,94339.09,
1987,GRND,FLAT,....,SSO1,NOM. SAND SOLE,152.5,,246365.95,
1987,GRND,FLAT,....,SSOL,SAND SOLE,367.7,,594638.21,*
1987,GRND,FLAT,....,STRY,STARRY FLOUNDER,184.7,,136163.87,*
1987,GRND,FLAT,....,UFLT,UNSP. FLATFISH,74,,74306.53,*
1987,GRND,FLAT,SDAB,PDAB,PACIFIC SANDDAB,212.2,,171097.96,*
1987,GRND,FLAT,SDAB,UDAB,UNSP. SANDDABS,557.2,,455383.72,*
1987,GRND,FLAT,SDAB SUBTOTAL,,__SANDDABS,769.4,,626481.68,*
1987,GRND,FLAT,TRBT,ART1,NOM. ARROWTOOTH FLOUNDER,45.1,,14733.24,*
1987,GRND,FLAT,TRBT,ARTH,ARROWTOOTH FLOUNDER,2776.5,,896816.6,*
1987,GRND,FLAT,TRBT,UTRB,UNSP. TURBOTS,19.3,,13924.11,*
1987,GRND,FLAT,TRBT SUBTOTAL,,__TURBOTS,2840.9,,925473.95,*
1987,GRND,FLAT SUBTOTAL,,,__ALL FLATFISH,28821.4,,22281578.06,*
1987,GRND,MGRN,....,GRDR,UNSP. GRENADIERS,57.7,,20260.5,*
1987,GRND,MGRN,SHRK,DSRK,SPINY DOGFISH,162,,40130.52,*
1987,GRND,MGRN,SHRK,LSRK,LEOPARD SHARK,25.1,,39059.35,*
1987,GRND,MGRN,SHRK,SSRK,SOUPFIN SHARK,101,,187737.09,*
1987,GRND,MGRN,SHRK SUBTOTAL,,__ALL SHARKS,288.1,,266926.96,*
1987,GRND,MGRN,SKAT,USKT,UNSP. SKATE,102.2,,70422.96,*
1987,GRND,MGRN,SKAT SUBTOTAL,,__ALL SKATES & RAYS,102.2,,70422.96,*
1987,GRND,MGRN SUBTOTAL,,,__MISC. GROUNDFISH,448,,357610.42,*
1987,GRND,ROCK,....,ARRA,AURORA ROCKFISH,42.9,,27524.57,*
1987,GRND,ROCK,....,BANK,BANK ROCKFISH,1412.9,,1241777.58,
