LANDING_YEAR,MANAGEMENT_GROUP_CODE,COMPLEX1_CODE,COMPLEX2_CODE,PACFIN_SPECIES_CODE,COMMON_NAME,TOTAL_LANDED_WEIGHT_MTONS,TOTAL_LANDED_WEIGHT_PPP,TOTAL_EXVESSEL_REVENUE,TOTAL_CONFIDENTIAL_FLAG
1991,GRND,FLAT,....,RSL1,NOM. ROCK SOLE,6.6,,5329.39,
1991,GRND,FLAT,....,RSOL,ROCK SOLE,8.4,,5761.72,
1991,GRND,FLAT,....,SFL1,NOM. STARRY FLOUNDER,46.7,,51262.88,
1991,GRND,FLAT,....,SSO1,NOM. SAND SOLE,65.7,,107706.05,*
1991,GRND,FLAT,....,SSOL,SAND SOLE,339.8,,559029.71,*
1991,GRND,FLAT,....,STRY,STARRY FLOUNDER,651.5,,424068.06,
1991,GRND,FLAT,....,UFLT,UNSP. FLATFISH,44.6,,49117.44,*
1991,GRND,FLAT,SDAB,PDAB,PACIFIC SANDDAB,311.8,,216647.55,*
1991,GRND,FLAT,SDAB,PDB1,NOM. PACIFIC SANDDAB,0,,0,*
1991,GRND,FLAT,SDAB,UDAB,UNSP. SANDDABS,567.6,,447694.91,*
1991,GRND,FLAT,SDAB SUBTOTAL,,__SANDDABS,879.4,,664342.46,*
1991,GRND,FLAT,TRBT,ART1,NOM. ARROWTOOTH FLOUNDER,156.5,,41455.35,
1991,GRND,FLAT,TRBT,ARTH,ARROWTOOTH FLOUNDER,4787.9,,1213105.99,*
1991,GRND,FLAT,TRBT,UTRB,UNSP. TURBOTS,9.3,,6532.8,
1991,GRND,FLAT,TRBT SUBTOTAL,,__TURBOTS,4953.7,,1261094.14,*
1991,GRND,FLAT SUBTOTAL,,,__ALL FLATFISH,30504.1,,21303488.71,*
1991,GRND,MGRN,....,GRDR,UNSP. GRENADIERS,185.8,,40835.96,*
1991,GRND,MGRN,....,RATF,SPOTTED RATFISH,0,,0,*
1991,GRND,MGRN,SHRK,DSRK,SPINY DOGFISH,898,,291741.21,*
1991,GRND,MGRN,SHRK,LSRK,LEOPARD SHARK,21.7,,34739.68,
1991,GRND,MGRN,SHRK,SSRK,SOUPFIN SHARK,50.1,,83866.72,
1991,GRND,MGRN,SHRK SUBTOTAL,,__ALL SHARKS,969.8,,410347.61,*
1991,GRND,MGRN,SKAT,USKT,UNSP. SKATE,69.2,,41943.99,*
1991,GRND,MGRN,SKAT SUBTOTAL,,__ALL SKATES & RAYS,69.2,,41943.99,*
1991,GRND,MGRN SUBTOTAL,,,__MISC. GROUNDFISH,1224.8,,493127.56,*
1991,GRND,ROCK,....,ARRA,AURORA ROCKFISH,53.7,,33575.53,
1991,GRND,ROCK,....,BANK,BANK ROCKFISH,783.6,,687175.82,
1991,GRND,ROCK,....,BCAC,BOCACCIO,2015,,1619055.36,
1991,GRND,ROCK,....,BCC1,NOM. BOCACCIO,65,,64944.16,
1991,GRND,ROCK,....,BGL1,NOM. BLACKGILL ROCKFISH,232.8,,334316.68,*
1991,GRND,ROCK,....,BLCK,BLACK ROCKFISH,171.6,,158843.05,*
1991,GRND,ROCK,....,BLGL,BLACKGILL ROCKFISH,257.9,,300605.62,
1991,GRND,ROCK,....,BLK1,NOM. BLACK ROCKFISH,125.7,,109355.04,
1991,GRND,ROCK,....,BLU1,NOM. BLUE ROCKFISH,8.2,,7060.24,*
1991,GRND,ROCK,....,BLUR,BLUE ROCKFISH,34,,59165.72,
1991,GRND,ROCK,....,BNK1,NOM. BANK ROCKFISH,18.7,,13921.8,*
1991,GRND,ROCK,....,BRNZ,BRONZESPOTTED ROCKFISH,1.6,,4117.22,*
1991,GRND,ROCK,....,BRW1,NOM. BROWN ROCKFISH,1.4,,1244.09,*
1991,GRND,ROCK,....,BRWN,BROWN ROCKFISH,62.1,,168202.59,
1991,GRND,ROCK,....,BRZ1,NOM. BRONZESPOTTED ROCKFISH,0,,0,*
1991,GRND,ROCK,....,BYEL,BLACK AND YELLOW ROCKFISH,4.4,,12195.53,*
1991,GRND,ROCK,....,BYL1,NOM. BLACK-AND-YELLOW ROCKFISH,0,,0,*
1991,GRND,ROCK,....,CHN1,NOM. CHINA ROCKFISH,6.8,,20394.36,
1991,GRND,ROCK,....,CHNA,CHINA ROCKFISH,5.3,,13805.22,*
1991,GRND,ROCK,....,CLP1,NOM. CHILIPEPPER,161.1,,136808.95,
1991,GRND,ROCK,....,CLPR,CHILIPEPPER ROCKFISH,3000.6,,2337067.91,
1991,GRND,ROCK,....,CMEL,CHAMELEON ROCKFISH,0.6,,1208.13,*
1991,GRND,ROCK,....,CNR1,NOM. CANARY ROCKFISH,3.5,,3114.1,*
1991,GRND,ROCK,....,CNRY,CANARY ROCKFISH,3046.9,,2220737.08,
1991,GRND,ROCK,....,COP1,NOM. COPPER ROCKFISH,5.5,,9506.33,
1991,GRND,ROCK,....,COPP,COPPER ROCKFISH,53.8,,109944.66,*
1991,GRND,ROCK,....,CWC1,NOM. COWCOD ROCKFISH,6.9,,20042.6,
1991,GRND,ROCK,....,CWCD,COWCOD ROCKFISH,20.1,,17444.03,
1991,GRND,ROCK,....,DBRK,DARKBLOTCHED ROCKFISH,1161.1,,758758.29,
1991,GRND,ROCK,....,FLAG,FLAG ROCKFISH,2.9,,5544.47,
1991,GRND,ROCK,....,GBLC,GREENBLOTCHED ROCKFISH,2.3,,4974.15,
1991,GRND,ROCK,....,GPH1,NOM. GOPHER ROCKFISH,0,,0,*
1991,GRND,ROCK,....,GPHR,GOPHER ROCKFISH,63.6,,175049.39,*
1991,GRND,ROCK,....,GRAS,GRASS ROCKFISH,0.3,,627.92,*
1991,GRND,ROCK,....,GRS1,NOM. GRASS ROCKFISH,1.7,,3659.8,
1991,GRND,ROCK,....,GSP1,NOM. GREENSPOTTED ROCKFISH,0,,0,*
1991,GRND,ROCK,....,GSPT,GREENSPOTTED ROCKFISH,444,,494176.91,*
1991,GRND,ROCK,....,GSR1,NOM. GREENSTRIPED ROCKFISH,0,,0,*
1991,GRND,ROCK,....,GSRK,GREENSTRIPED ROCKFISH,127.5,,99760.53,*
1991,GRND,ROCK,....,KLP1,NOM. KELP ROCKFISH,0,,0,*
1991,GRND,ROCK,....,KLPR,KELP ROCKFISH,0.9,,2511.61,*
1991,GRND,ROCK,....,MXRF,MEXICAN ROCKFISH,0.7,,1357.85,*
1991,GRND,ROCK,....,OLV1,NOM. OLIVE ROCKFISH,0,,0,*
1991,GRND,ROCK,....,OLVE,OLIVE ROCKFISH,76.2,,150427.8,
1991,GRND,ROCK,....,ORCK,OTHER ROCKFISH,87,,69762.12,
1991,GRND,ROCK,....,PGMY,PYGMY ROCKFISH,1,,647.01,
1991,GRND,ROCK,....,POP,PACIFIC OCEAN PERCH,1218,,804707.94,*
1991,GRND,ROCK,....,POP1,GEN. SHELF/SLOPE RF,21.4,,13840.61,
1991,GRND,ROCK,....,POP2,NOM. POP,150.9,,99768.9,*
1991,GRND,ROCK,....,QLBK,QUILLBACK ROCKFISH,49.6,,46327.59,*
1991,GRND,ROCK,....,RCK1,BOCACCIO+CHILIPEPPER RCKFSH,3.2,,3065.71,
1991,GRND,ROCK,....,RCK2,UNSP. BOLINA RCKFSH,9.9,,19290.4,
1991,GRND,ROCK,....,RCK3,UNSP. DPWTR REDS RCKFSH,0,,0,*
1991,GRND,ROCK,....,RCK4,UNSP. REDS RCKFSH,6.3,,12561.52,
1991,GRND,ROCK,....,RCK5,UNSP. SMALL REDS RCKFSH,3.4,,2382.93,
1991,GRND,ROCK,....,RCK6,UNSP. ROSEFISH RCKFSH,1.6,,1303.7,
1991,GRND,ROCK,....,RCK7,UNSP. GOPHER ROCKFISH,2.2,,6005.95,*
1991,GRND,ROCK,....,RDB1,NOM. REDBANDED ROCKFISH,0,,0,*
1991,GRND,ROCK,....,RDBD,REDBANDED ROCKFISH,76.2,,52820.14,*
1991,GRND,ROCK,....,REDS,REDSTRIPE ROCKFISH,314.7,,197290.53,*
1991,GRND,ROCK,....,REYE,ROUGHEYE ROCKFISH,193.2,,129402.81,
1991,GRND,ROCK,....,ROS1,NOM. ROSY ROCKFISH,0,,0,*
1991,GRND,ROCK,....,ROSY,ROSY ROCKFISH,12.7,,16886.85,*
1991,GRND,ROCK,....,RST1,NOM. ROSETHORN ROCKFISH,0,,0,*
1991,GRND,ROCK,....,RSTN,ROSETHORN ROCKFISH,22.4,,19561.48,*
1991,GRND,ROCK,....,SBLY,SHORTBELLY ROCKFISH,5.5,,3551.98,
1991,GRND,ROCK,....,SCR1,NOM. CALIFORNIA SCORPIONFISH,28.7,,103097.06,*
1991,GRND,ROCK,....,SHRP,SHARPCHIN ROCKFISH,231.6,,148255.52,
1991,GRND,ROCK,....,SLGR,SILVERGRAY ROCKFISH,350.7,,230921.11,
1991,GRND,ROCK,....,SNOS,SPLITNOSE ROCKFISH,644,,409313.89,
1991,GRND,ROCK,....,SNS1,NOM. SPLITNOSE ROCKFISH,47.4,,29625.66,*
1991,GRND,ROCK,....,SPKL,SPECKLED ROCKFISH,15.2,,17571.75,*
1991,GRND,ROCK,....,SRKR,SHORTRAKER ROCKFISH,103.7,,68507.66,
1991,GRND,ROCK,....,STAR,STARRY ROCKFISH,26.6,,38523.38,
1991,GRND,ROCK,....,STR1,NOM. STARRY ROCKFISH,15.3,,55135.8,*
1991,GRND,ROCK,....,STRK,STRIPETAIL ROCKFISH,22.8,,14668.86,*
1991,GRND,ROCK,....,TIGR,TIGER ROCKFISH,0.5,,296.65,
1991,GRND,ROCK,....,TREE,TREEFISH,0.3,,858.73,*
1991,GRND,ROCK,....,UPOP,UNSP. POP GROUP,17.7,,11708.04,
1991,GRND,ROCK,....,URCK,UNSP. ROCKFISH,1425.3,,1145614.89,*
1991,GRND,ROCK,....,VRM1,NOM. VERMILLION ROCKFISH,0,,0,*
1991,GRND,ROCK,....,VRML,VERMILION ROCKFISH,334.5,,879059.59,
1991,GRND,ROCK,....,WDOW,WIDOW ROCKFISH,6285.2,,3958604.06,
1991,GRND,ROCK,....,WDW1,NOM. WIDOW ROCKFISH,65.2,,44581.71,*
1991,GRND,ROCK,....,YEY1,NOM. YELLOWEYE ROCKFISH,9.3,,15558.35,*
1991,GRND,ROCK,....,YEYE,YELLOWEYE ROCKFISH,289.2,,343340.56,*
1991,GRND,ROCK,....,YMTH,YELLOWMOUTH ROCKFISH,698.5,,460336.8,
1991,GRND,ROCK,....,YTR1,NOM. YELLOWTAIL ROCKFISH,430.5,,319462.38,*
1991,GRND,ROCK,....,YTRK,YELLOWTAIL ROCKFISH,3440.1,,2402009.49,
1991,GRND,ROCK,TRNY,LSPN,LONGSPINE THORNYHEAD,2927.6,,2948492.17,
1991,GRND,ROCK,TRNY,SSP1,NOM. SHORTSPINE THORNYHEAD,41.9,,59180.26,
1991,GRND,ROCK,TRNY,SSPN,SHORTSPINE THORNYHEAD,3414.1,,3400849.22,*
1991,GRND,ROCK,TRNY,THDS,THORNYHEADS (MIXED),120.5,,124067.49,
1991,GRND,ROCK,TRNY SUBTOTAL,,__THORNYHEADS COMPLEX,6504.1,,6532589.14,*
1991,GRND,ROCK SUBTOTAL,,,__ALL ROCKFISH,35193.6,,28889519.79,*
1991,GRND,ROND,....,CBZ1,NOM. CABEZON,7.4,,13612.4,
1991,GRND,ROND,....,CBZN,CABEZON,8.1,,9317.19,*
1991,GRND,ROND,....,KGL1,NOM. KELP GREENLING,0.8,,1291.37,*
1991,GRND,ROND,....,KLPG,KELP GREENLING,0.1,,217.36,*
1991,GRND,ROND,....,LCD1,NOM. LINGCOD,784.4,,707349.76,*
1991,GRND,ROND,....,LCOD,LINGCOD,2346.7,,1746631.06,
1991,GRND,ROND,....,PCOD,PACIFIC COD,1795.3,,1190870.24,*
1991,GRND,ROND,....,PLCK,WALLEYE POLLOCK,6.9,,2741.11,*
1991,GRND,ROND,....,PWHT,PACIFIC WHITING,21654.1,,2866138.07,*
1991,GRND,ROND,....,SABL,SABLEFISH,8392.8,,13586920.9,
1991,GRND,ROND SUBTOTAL,,,__ALL ROUNDFISH,34996.6,,20125089.46,*
1992,GRND,FLAT,....,BMO1,NOM. BIGMOUTH SOLE,0,,0,*
1992,GRND,FLAT,....,BSOL,BUTTER SOLE,0,,0,*
1992,GRND,FLAT,....,CSOL,CURLFIN SOLE,0,,0,*
1992,GRND,FLAT,....,DOVR,DOVER SOLE,7390.9,,4584354.24,*
1992,GRND,FLAT,....,DTRB,DIAMOND TURBOT,0,,0,*
1992,GRND,FLAT,....,DVR1,NOM. DOVER SOLE,8642.8,,5402182.56,
1992,GRND,FLAT,....,EGL1,NOM. ENGLISH SOLE,575.2,,463780.7,
1992,GRND,FLAT,....,EGLS,ENGLISH SOLE,1051.2,,736520.05,
1992,GRND,FLAT,....,FNTS,FANTAIL SOLE,2,,2445.75,
1992,GRND,FLAT,....,FSOL,FLATHEAD SOLE,8.1,,4889.16,*
1992,GRND,FLAT,....,PTR1,NOM. PETRALE SOLE,532.1,,938595.15,
1992,GRND,FLAT,....,PTRL,PETRALE SOLE,1021.3,,1823282.88,*
1992,GRND,FLAT,....,REX,REX SOLE,434.3,,292293.32,*
1992,GRND,FLAT,....,REX1,NOM. REX SOLE,440.3,,341953.92,
1992,GRND,FLAT,....,RSL1,NOM. ROCK SOLE,4.2,,3893.97,*
1992,GRND,FLAT,....,RSOL,ROCK SOLE,6.1,,3792.04,*
1992,GRND,FLAT,....,SFL1,NOM. STARRY FLOUNDER,35.4,,39659.94,
1992,GRND,FLAT,....,SSO1,NOM. SAND SOLE,62.8,,104445.95,
1992,GRND,FLAT,....,SSOL,SAND SOLE,231.4,,367288.01,
1992,GRND,FLAT,....,STRY,STARRY FLOUNDER,118.4,,83371.09,*
1992,GRND,FLAT,....,UFLT,UNSP. FLATFISH,53.9,,53316.28,
1992,GRND,FLAT,SDAB,PDAB,PACIFIC SANDDAB,293.2,,182638.89,
1992,GRND,FLAT,SDAB,PDB1,NOM. PACIFIC SANDDAB,0,,0,*
1992,GRND,FLAT,SDAB,UDAB,UNSP. SANDDABS,311.4,,250426.37,*
1992,GRND,FLAT,SDAB SUBTOTAL,,__SANDDABS,604.6,,433065.26,*
1992,GRND,FLAT,TRBT,ART1,NOM. ARROWTOOTH FLOUNDER,99,,23873.24,*
1992,GRND,FLAT,TRBT,ARTH,ARROWTOOTH FLOUNDER,3467.3,,812909.98,*
1992,GRND,FLAT,TRBT,UTRB,UNSP. TURBOTS,10.1,,6652.92,*
1992,GRND,FLAT,TRBT SUBTOTAL,,__TURBOTS,3576.4,,843436.14,*
1992,GRND,FLAT SUBTOTAL,,,__ALL FLATFISH,24791.4,,16522566.41,*
1992,GRND,MGRN,....,GRDR,UNSP. GRENADIERS,283.2,,53063.12,
1992,GRND,MGRN,....,RATF,SPOTTED RATFISH,0,,0,*
1992,GRND,MGRN,SHRK,DSRK,SPINY DOGFISH,1100.1,,334057.11,*
1992,GRND,MGRN,SHRK,LSRK,LEOPARD SHARK,18.7,,31018.56,*
1992,GRND,MGRN,SHRK,SSRK,SOUPFIN SHARK,45.8,,75577.6,*
1992,GRND,MGRN,SHRK SUBTOTAL,,__ALL SHARKS,1164.6,,440653.27,*
1992,GRND,MGRN,SKAT,USKT,UNSP. SKATE,58.3,,36179.18,
1992,GRND,MGRN,SKAT SUBTOTAL,,__ALL SKATES & RAYS,58.3,,36179.18,
1992,GRND,MGRN SUBTOTAL,,,__MISC. GROUNDFISH,1506.1,,529895.57,*
1992,GRND,ROCK,....,ARRA,AURORA ROCKFISH,192.3,,110745.21,
1992,GRND,ROCK,....,BANK,BANK ROCKFISH,606.9,,583246.78,*
1992,GRND,ROCK,....,BCAC,BOCACCIO,1803.7,,1513970.45,*
1992,GRND,ROCK,....,BCC1,NOM. BOCACCIO,180,,161836.71,*
1992,GRND,ROCK,....,BGL1,NOM. BLACKGILL ROCKFISH,30.8,,31207.82,
1992,GRND,ROCK,....,BLCK,BLACK ROCKFISH,623.1,,580934.81,
1992,GRND,ROCK,....,BLGL,BLACKGILL ROCKFISH,732.4,,1002859.94,*
1992,GRND,ROCK,....,BLK1,NOM. BLACK ROCKFISH,11.4,,15655.52,*
1992,GRND,ROCK,....,BLU1,NOM. BLUE ROCKFISH,12.5,,11270.17,
1992,GRND,ROCK,....,BLUR,BLUE ROCKFISH,246,,258880.34,
1992,GRND,ROCK,....,BNK1,NOM. BANK ROCKFISH,4.3,,3045.43,
1992,GRND,ROCK,....,BRNZ,BRONZESPOTTED ROCKFISH,2.1,,2209.33,
1992,GRND,ROCK,....,BRW1,NOM. BROWN ROCKFISH,5.1,,5868.01,
1992,GRND,ROCK,....,BRWN,BROWN ROCKFISH,51.6,,143404.33,*
1992,GRND,ROCK,....,BRZ1,NOM. BRONZESPOTTED ROCKFISH,0,,0,*
1992,GRND,ROCK,....,BYEL,BLACK AND YELLOW ROCKFISH,3.8,,8592.74,
1992,GRND,ROCK,....,CHN1,NOM. CHINA ROCKFISH,3.3,,8076.29,*
1992,GRND,ROCK,....,CHNA,CHINA ROCKFISH,21.2,,33091.6,
1992,GRND,ROCK,....,CLP1,NOM. CHILIPEPPER,31.8,,30047.03,
1992,GRND,ROCK,....,CLPR,CHILIPEPPER ROCKFISH,2640.8,,2178115.53,*
1992,GRND,ROCK,....,CMEL,CHAMELEON ROCKFISH,0.9,,1763.38,*
1992,GRND,ROCK,....,CML1,NOM. CHAMELEON ROCKFISH,0,,0,*
1992,GRND,ROCK,....,CNR1,NOM. CANARY ROCKFISH,5.8,,6228.1,*
1992,GRND,ROCK,....,CNRY,CANARY ROCKFISH,2713.5,,2014748.91,
1992,GRND,ROCK,....,COP1,NOM. COPPER ROCKFISH,7.8,,11646.72,
1992,GRND,ROCK,....,COPP,COPPER ROCKFISH,65.2,,126647.23,*
1992,GRND,ROCK,....,CWC1,NOM. COWCOD ROCKFISH,11.6,,30163.67,
1992,GRND,ROCK,....,CWCD,COWCOD ROCKFISH,47.9,,63639.56,*
1992,GRND,ROCK,....,DBRK,DARKBLOTCHED ROCKFISH,657.9,,418550.23,
1992,GRND,ROCK,....,FLAG,FLAG ROCKFISH,5.4,,9817.73,*
1992,GRND,ROCK,....,FLG1,NOM. FLAG ROCKFISH,0,,0,*
1992,GRND,ROCK,....,GBLC,GREENBLOTCHED ROCKFISH,1.6,,3557.18,*
1992,GRND,ROCK,....,GPH1,NOM. GOPHER ROCKFISH,3.4,,10394.36,
1992,GRND,ROCK,....,GPHR,GOPHER ROCKFISH,76.7,,239142.55,*
1992,GRND,ROCK,....,GRAS,GRASS ROCKFISH,0.6,,2297.84,
1992,GRND,ROCK,....,GRS1,NOM. GRASS ROCKFISH,5.2,,15818.09,
1992,GRND,ROCK,....,GSP1,NOM. GREENSPOTTED ROCKFISH,0.2,,200.62,*
1992,GRND,ROCK,....,GSPT,GREENSPOTTED ROCKFISH,126.8,,182962.11,*
1992,GRND,ROCK,....,GSR1,NOM. GREENSTRIPED ROCKFISH,0,,0,*
1992,GRND,ROCK,....,GSRK,GREENSTRIPED ROCKFISH,104.8,,75650.11,*
1992,GRND,ROCK,....,KLP1,NOM. KELP ROCKFISH,0,,37.5,
1992,GRND,ROCK,....,KLPR,KELP ROCKFISH,1.1,,2492.01,*
1992,GRND,ROCK,....,MXRF,MEXICAN ROCKFISH,2.1,,4613.9,*
1992,GRND,ROCK,....,OLV1,NOM. OLIVE ROCKFISH,0.3,,351,*
1992,GRND,ROCK,....,OLVE,OLIVE ROCKFISH,31.7,,47550.29,*
1992,GRND,ROCK,....,ORCK,OTHER ROCKFISH,122,,95471.97,
1992,GRND,ROCK,....,PGMY,PYGMY ROCKFISH,0.7,,378.47,
1992,GRND,ROCK,....,PNKR,PINK ROCKFISH,0.3,,667.74,*
1992,GRND,ROCK,....,POP,PACIFIC OCEAN PERCH,891.7,,596615.57,
1992,GRND,ROCK,....,POP1,GEN. SHELF/SLOPE RF,81.1,,46988.19,*
1992,GRND,ROCK,....,POP2,NOM. POP,159.8,,107994.38,*
1992,GRND,ROCK,....,PRR1,NOM. PINKROSE ROCKFISH,0,,0,*
1992,GRND,ROCK,....,QLBK,QUILLBACK ROCKFISH,9.9,,15057.42,
1992,GRND,ROCK,....,RCK1,BOCACCIO+CHILIPEPPER RCKFSH,0,,0,*
1992,GRND,ROCK,....,RCK2,UNSP. BOLINA RCKFSH,5.4,,10823.74,
1992,GRND,ROCK,....,RCK3,UNSP. DPWTR REDS RCKFSH,0.5,,433.31,
1992,GRND,ROCK,....,RCK4,UNSP. REDS RCKFSH,8.9,,18042.05,
1992,GRND,ROCK,....,RCK5,UNSP. SMALL REDS RCKFSH,1.9,,1097.21,
1992,GRND,ROCK,....,RCK6,UNSP. ROSEFISH RCKFSH,1.5,,1365.88,*
1992,GRND,ROCK,....,RCK7,UNSP. GOPHER ROCKFISH,0.8,,2583.9,
1992,GRND,ROCK,....,RDB1,NOM. REDBANDED ROCKFISH,0,,0,*
1992,GRND,ROCK,....,RDBD,REDBANDED ROCKFISH,45.8,,33570.41,
1992,GRND,ROCK,....,REDS,REDSTRIPE ROCKFISH,279.1,,180272.73,*
1992,GRND,ROCK,....,REYE,ROUGHEYE ROCKFISH,163.8,,112745.61,
1992,GRND,ROCK,....,ROS1,NOM. ROSY ROCKFISH,0,,0,*
1992,GRND,ROCK,....,ROSY,ROSY ROCKFISH,15.2,,19165.38,
1992,GRND,ROCK,....,RST1,NOM. ROSETHORN ROCKFISH,0,,0,*
1992,GRND,ROCK,....,RSTN,ROSETHORN ROCKFISH,14.4,,9666.39,
1992,GRND,ROCK,....,SBL1,NOM. SHORTBELLY ROCKFISH,0,,0,*
1992,GRND,ROCK,....,SBLY,SHORTBELLY ROCKFISH,3.1,,1729.69,
1992,GRND,ROCK,....,SCR1,NOM. CALIFORNIA SCORPIONFISH,35.1,,123394.86,*
1992,GRND,ROCK,....,SHRP,SHARPCHIN ROCKFISH,195.8,,124635.14,*
1992,GRND,ROCK,....,SLGR,SILVERGRAY ROCKFISH,292.2,,198094.13,
1992,GRND,ROCK,....,SNOS,SPLITNOSE ROCKFISH,415.3,,301278.63,*
1992,GRND,ROCK,....,SNS1,NOM. SPLITNOSE ROCKFISH,8.9,,5440.35,*
1992,GRND,ROCK,....,SPKL,SPECKLED ROCKFISH,45.4,,66015.69,*
1992,GRND,ROCK,....,SRKR,SHORTRAKER ROCKFISH,49.3,,34873.66,
1992,GRND,ROCK,....,STAR,STARRY ROCKFISH,52.2,,90716.53,*
1992,GRND,ROCK,....,STR1,NOM. STARRY ROCKFISH,14.2,,47852.48,*
1992,GRND,ROCK,....,STRK,STRIPETAIL ROCKFISH,4.6,,2953.89,
1992,GRND,ROCK,....,TGR1,NOM. TIGER ROCKFISH,1.3,,1207.57,*
1992,GRND,ROCK,....,TIGR,TIGER ROCKFISH,1,,1535.2,*
1992,GRND,ROCK,....,TRE1,NOM. TREEFISH,0,,15.15,*
1992,GRND,ROCK,....,TREE,TREEFISH,0.9,,1396.97,
1992,GRND,ROCK,....,UPOP,UNSP. POP GROUP,4.4,,2844.64,*
1992,GRND,ROCK,....,URCK,UNSP. ROCKFISH,1080.5,,786094.6,
1992,GRND,ROCK,....,VRM1,NOM. VERMILLION ROCKFISH,5,,5380.94,*
1992,GRND,ROCK,....,VRML,VERMILION ROCKFISH,290.5,,786387.91,*
1992,GRND,ROCK,....,WDOW,WIDOW ROCKFISH,5385.8,,3457231.96,
1992,GRND,ROCK,....,WDW1,NOM. WIDOW ROCKFISH,645.7,,399450.93,*
1992,GRND,ROCK,....,YEY1,NOM. YELLOWEYE ROCKFISH,173,,157439.72,
1992,GRND,ROCK,....,YEYE,YELLOWEYE ROCKFISH,128.9,,178884.56,
1992,GRND,ROCK,....,YMTH,YELLOWMOUTH ROCKFISH,314,,205402.66,
1992,GRND,ROCK,....,YTR1,NOM. YELLOWTAIL ROCKFISH,464.9,,326353.37,*
1992,GRND,ROCK,....,YTRK,YELLOWTAIL ROCKFISH,5552.4,,4013903.52,
1992,GRND,ROCK,TRNY,LSPN,LONGSPINE THORNYHEAD,5386.9,,5466716.47,
1992,GRND,ROCK,TRNY,SSP1,NOM. SHORTSPINE THORNYHEAD,39.8,,62022.1,
1992,GRND,ROCK,TRNY,SSPN,SHORTSPINE THORNYHEAD,3248.9,,3242216.65,
1992,GRND,ROCK,TRNY,THDS,THORNYHEADS (MIXED),186.3,,193189.21,*
1992,GRND,ROCK,TRNY SUBTOTAL,,__THORNYHEADS COMPLEX,8861.9,,8964144.43,*
1992,GRND,ROCK SUBTOTAL,,,__ALL ROCKFISH,36902.7,,31488930.66,*
1992,GRND,ROND,....,CBZ1,NOM. CABEZON,16.6,,54079.75,*
1992,GRND,ROND,....,CBZN,CABEZON,7.1,,7503.24,*
1992,GRND,ROND,....,KGL1,NOM. KELP GREENLING,2.1,,2269.01,*
1992,GRND,ROND,....,KLPG,KELP GREENLING,0.4,,978.16,*
1992,GRND,ROND,....,LCD1,NOM. LINGCOD,613.1,,579778.21,
1992,GRND,ROND,....,LCOD,LINGCOD,1239.9,,1032098.06,
1992,GRND,ROND,....,PCOD,PACIFIC COD,1772.7,,1276834.97,*
1992,GRND,ROND,....,PLCK,WALLEYE POLLOCK,10.2,,3502.18,*
1992,GRND,ROND,....,PWHT,PACIFIC WHITING,56117.7,,5927256.99,*
1992,GRND,ROND,....,SABL,SABLEFISH,8320.8,,12817119.78,
1992,GRND,ROND SUBTOTAL,,,__ALL ROUNDFISH,68100.6,,21701420.35,*
1993,GRND,FLAT,....,BSOL,BUTTER SOLE,0.1,,1.5,*
1993,GRND,FLAT,....,CSOL,CURLFIN SOLE,1.2,,797.66,*
1993,GRND,FLAT,....,DOVR,DOVER SOLE,7783.4,,4727942.86,*
1993,GRND,FLAT,....,DVR1,NOM. DOVER SOLE,6543.6,,3929044.41,
1993,GRND,FLAT,....,EGL1,NOM. ENGLISH SOLE,473.9,,368173.16,
1993,GRND,FLAT,....,EGLS,ENGLISH SOLE,1126.5,,757637.3,*
1993,GRND,FLAT,....,FNTS,FANTAIL SOLE,0.5,,556.02,
1993,GRND,FLAT,....,FSOL,FLATHEAD SOLE,4.9,,3054.1,*
1993,GRND,FLAT,....,PTR1,NOM. PETRALE SOLE,463.5,,825869.67,
1993,GRND,FLAT,....,PTRL,PETRALE SOLE,1039.2,,1781413.82,*
1993,GRND,FLAT,....,REX,REX SOLE,327.9,,212114.25,*
1993,GRND,FLAT,....,REX1,NOM. REX SOLE,457.2,,364317.39,
1993,GRND,FLAT,....,RSL1,NOM. ROCK SOLE,6.6,,6905.72,*
1993,GRND,FLAT,....,RSOL,ROCK SOLE,9.6,,6667.55,*
1993,GRND,FLAT,....,SFL1,NOM. STARRY FLOUNDER,19,,17972.65,
1993,GRND,FLAT,....,SSO1,NOM. SAND SOLE,73.4,,122975.84,
1993,GRND,FLAT,....,SSOL,SAND SOLE,229.4,,357391.1,*
1993,GRND,FLAT,....,STRY,STARRY FLOUNDER,116,,75695.37,*
1993,GRND,FLAT,....,UFLT,UNSP. FLATFISH,40.5,,43914.03,*
1993,GRND,FLAT,SDAB,PDAB,PACIFIC SANDDAB,274.5,,178747.24,*
1993,GRND,FLAT,SDAB,PDB1,NOM. PACIFIC SANDDAB,0,,0,*
1993,GRND,FLAT,SDAB,UDAB,UNSP. SANDDABS,356.3,,340126.24,*
1993,GRND,FLAT,SDAB SUBTOTAL,,__SANDDABS,630.8,,518873.48,*
1993,GRND,FLAT,TRBT,ART1,NOM. ARROWTOOTH FLOUNDER,56.8,,12534.8,*
1993,GRND,FLAT,TRBT,ARTH,ARROWTOOTH FLOUNDER,2656,,575094.86,
1993,GRND,FLAT,TRBT,UTRB,UNSP. TURBOTS,7.8,,5327.76,
